antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'唱', '云', '太子'})",frozenset({'正末'}),0.00037357711071067554,0.040038676218520634,0.000351601986551224,0.9411764705882353,23.50668302447214,1.0,0.00033664445357282886,16.319342504285146,0.9578167249225087,0.008776741634668128,0.9387230214858583,0.4749790146574546
"frozenset({'正末', '太子'})",frozenset({'云'}),0.00037357711071067554,0.08634026282248494,0.000351601986551224,0.9411764705882353,10.90078301618433,1.0,0.0003193472406279997,15.532215532017752,0.9086029039987688,0.004071246819338422,0.9356176845512719,0.4726243768059527
"frozenset({'唱', '正末', '太子'})",frozenset({'云'}),0.00037357711071067554,0.08634026282248494,0.000351601986551224,0.9411764705882353,10.90078301618433,1.0,0.0003193472406279997,15.532215532017752,0.9086029039987688,0.004071246819338422,0.9356176845512719,0.4726243768059527
"frozenset({'个', '正旦'})",frozenset({'唱'}),0.0011207313321320266,0.09671252142574606,0.001054805959653672,0.9411764705882353,9.731691995134796,1.0,0.0009464172066823485,15.355887135762314,0.898249642503575,0.010899182561307902,0.9348783960731841,0.47604154136092064
"frozenset({'他', '那', '是', '这'})",frozenset({'的'}),0.00037357711071067554,0.14903529204940008,0.000351601986551224,0.9411764705882353,6.315124811351848,1.0,0.0002959258127534874,14.466400035160197,0.8419645408780143,0.0023588382721509656,0.9308743019984567,0.4717678283345187
"frozenset({'甚么', '我', '的', '了'})",frozenset({'你'}),0.00037357711071067554,0.16173691381356306,0.000351601986551224,0.9411764705882353,5.8191815856777485,1.0,0.0002911807775934916,14.250472465169425,0.8284640242696035,0.002173617714984377,0.9298268880246483,0.47167519181585676
"frozenset({'府尹', '王'})",frozenset({'云'}),0.0007251790972618995,0.08634026282248494,0.0006812288489429965,0.9393939393939393,10.880137593805193,1.0,0.0006186166950920317,15.075385663428984,0.9087484029870968,0.007886034088018315,0.9336667052952499,0.47364199387615014
"frozenset({'在', '你', '正末'})",frozenset({'唱'}),0.001450358194523799,0.09671252142574606,0.001362457697885993,0.9393939393939393,9.713260760295524,1.0,0.0012221898999231037,14.904243396475175,0.8983508916401636,0.014074914869466515,0.9329050141360079,0.4767408233665902
"frozenset({'白敏', '是'})",frozenset({'中云'}),0.000351601986551224,0.0010987562079725751,0.0003296268623917725,0.9374999999999999,853.2374999999998,1.0,0.00032924053752631384,15.98241990067241,0.999179306807357,0.2941176470588235,0.9374312521999295,0.6187499999999999
frozenset({'无敌'}),frozenset({'刘'}),0.000703203973102448,0.002680965147453083,0.000659253724783545,0.9374999999999999,349.68749999999994,1.0,0.0006573684594401068,15.957104557640722,0.9978419902948205,0.24193548387096772,0.9373319892473118,0.5917008196721311
frozenset({'孙坚'}),frozenset({'云'}),0.000351601986551224,0.08634026282248494,0.0003296268623917725,0.9374999999999999,10.85820183252736,1.0,0.000299269454464032,14.618555794840214,0.908223052685572,0.003816793893129771,0.9315937898357264,0.47065888266734535
"frozenset({'这里', '正末'})",frozenset({'唱'}),0.000703203973102448,0.09671252142574606,0.000659253724783545,0.9374999999999999,9.6936775732788,1.0,0.0005912450954682047,14.452599657188038,0.8974710823767427,0.006813536225300931,0.930808295827758,0.4721583162917518
"frozenset({'个', '带云'})",frozenset({'唱'}),0.000351601986551224,0.09671252142574606,0.0003296268623917725,0.9374999999999999,9.6936775732788,1.0,0.0002956225477341024,14.452599657188038,0.8971554187733568,0.003407542026351658,0.930808295827758,0.4704541581458759
frozenset({'常则'}),frozenset({'是'}),0.000351601986551224,0.10545862084120776,0.0003296268623917725,0.9374999999999999,8.889742654719731,1.0,0.0002925474018050515,14.312662066540652,0.8878229647541585,0.0031249999999999993,0.9301317955142849,0.4703128255886643
"frozenset({'老', '是', '云'})",frozenset({'的'}),0.000351601986551224,0.14903529204940008,0.0003296268623917725,0.9374999999999999,6.290456355057504,1.0,0.00027722575764096155,13.615435327209575,0.8413248332966952,0.00221141088014153,0.9265539458733599,0.4698558684753759
"frozenset({'陈琳', '云'})",frozenset({'你'}),0.000351601986551224,0.16173691381356306,0.0003296268623917725,0.9374999999999999,5.7964504076086945,1.0,0.0002727598421962596,13.412209378982968,0.8277716714296182,0.002037766607797853,0.9254410685261887,0.4697690217391304
"frozenset({'正末', '可', '我'})",frozenset({'唱'}),0.0013844328220454446,0.09671252142574606,0.0012965323254076385,0.9365079365079364,9.683419713412896,1.0,0.0011626403364430624,14.226777787544476,0.8979738819761914,0.013393870601589102,0.929710014809151,0.4749569902944136
"frozenset({'甚么', '正末'})",frozenset({'唱'}),0.0037137959829473036,0.09671252142574606,0.003472069617193337,0.9349112426035503,9.6669100217944,1.0,0.0031128990436216962,13.87778035264081,0.8998963598346336,0.035811423390752495,0.9279423672525766,0.48540608710500166
"frozenset({'是', '正末', '这'})",frozenset({'唱'}),0.002021711422669538,0.09671252142574606,0.0018898606777128291,0.9347826086956522,9.665579957124368,1.0,0.001694335868431226,13.850408004805237,0.8983563105732174,0.01951440889493987,0.9277999608637477,0.47716181105084815
"frozenset({'你', '正末', '这'})",frozenset({'唱'}),0.003032567134004307,0.09671252142574606,0.0028347910165692435,0.9347826086956521,9.665579957124368,1.0,0.0025415038026468384,13.850408004805214,0.8992671814576814,0.029251700680272108,0.9277999608637476,0.4820470644023591
"frozenset({'也', '正末', '这'})",frozenset({'唱'}),0.0016701094361183141,0.09671252142574606,0.0015602338153210566,0.9342105263157895,9.65966466951291,1.0,0.0013987133206971236,13.729969674328665,0.8979764565823292,0.01611438946890604,0.9271666271871138,0.47517161171504085
"frozenset({'正末', '的'})",frozenset({'唱'}),0.01067991034149343,0.09671252142574606,0.009976706368390981,0.934156378600823,9.659104786323347,1.0,0.00894382531066425,13.718678580846476,0.9061483197873875,0.10241371531694111,0.9271066820243049,0.5186573758489232
"frozenset({'唱', '包'})","frozenset({'正旦', '待制'})",0.0003296268623917725,0.00037357711071067554,0.000307651738232321,0.9333333333333335,2498.3686274509805,1.0,0.0003075285971814561,14.99439634333937,0.9999293423816957,0.7777777777777778,0.9333084188851518,0.8784313725490196
"frozenset({'唱', '包'})","frozenset({'正旦', '待制', '云'})",0.0003296268623917725,0.00037357711071067554,0.000307651738232321,0.9333333333333335,2498.3686274509805,1.0,0.0003075285971814561,14.99439634333937,0.9999293423816957,0.7777777777777778,0.9333084188851518,0.8784313725490196
